ÉÌÆ·Ãû³Æ	ºÏÔ¼Ãû³Æ	¿ªÅÌ¼Û		×î¸ß¼Û		×îµÍ¼Û		ÊÕÅÌ¼Û		Ç°½áËã¼Û	½áËã¼Û		ÕÇµø		ÕÇµø1		Delta		³É½»Á¿		³Ö²ÖÁ¿		³Ö²ÖÁ¿±ä»¯	³É½»¶î		ÐÐÈ¨Á¿		
ÓñÃ×		c2007-P-2000	0		0		0		79		74.5		79		4.5		4.5		-0.66		0		200		0		0		0		
ÓñÃ×		c2007-P-2020	0		0		0		93.5		89		93.5		4.5		4.5		-0.71		0		60		0		0		0		
ÓñÃ×		c2007-P-2040	0		0		0		108.5		105		108.5		3.5		3.5		-0.77		0		120		0		0		0		
ÓñÃ×		c2007-P-2060	0		0		0		124.5		121.5		124.5		3		3		-0.81		0		54		0		0		0		
ÓñÃ×		c2007-P-2080	0		0		0		141.5		139.5		141.5		2		2		-0.85		0		60		0		0		0		
ÓñÃ×		c2007-P-2100	0		0		0		159		157.5		159		1.5		1.5		-0.89		0		40		0		0		0		
ÓñÃ×		c2007-P-2120	0		0		0		177.5		176.5		177.5		1		1		-0.91		0		40		0		0		0		
ÓñÃ×		c2007-P-2140	0		0		0		196		195.5		196		0.5		0.5		-0.94		0		40		0		0		0		
ÓñÃ×		c2007-P-2160	0		0		0		215		215		215		0		0		-0.96		0		30		0		0		0		
ÓñÃ×		c2007-P-2180	0		0		0		234.5		235		234.5		-0.5		-0.5		-0.98		0		20		0		0		0		
ÓñÃ×		c2007-P-2200	0		0		0		254		255		254		-1		-1		-1		0		50		0		0		0		
ÓñÃ×		c2007-P-2220	0		0		0		274		275		274		-1		-1		-1		0		80		0		0		0		
ÓñÃ×		c2009-C-1800	0		0		0		172		169		172		3		3		0.94		0		0		0		0		0		
ÓñÃ×		c2009-C-1820	0		0		0		154		150.5		154		3.5		3.5		0.91		0		0		0		0		0		
ÓñÃ×		c2009-C-1840	0		0		0		136.5		132.5		136.5		4		4		0.87		0		20		0		0		0		
ÓñÃ×		c2009-C-1860	0		0		0		120		115.5		120		4.5		4.5		0.83		0		40		0		0		0		
ÓñÃ×		c2009-C-1880	0		0		0		104		99.5		104		4.5		4.5		0.78		0		80		0		0		0		
ÓñÃ×		c2009-C-1900	0		0		0		89.5		84.5		89.5		5		5		0.73		0		84		0		0		0		
ÓñÃ×		c2009-C-1920	0		0		0		76		71		76		5		5		0.67		0		146		0		0		0		
ÓñÃ×		c2009-C-1940	57.5		58		57.5		58		58.5		63.5		-0.5		5		0.61		20		160		-10		1.16		0		
ÓñÃ×		c2009-C-1960	36		125.5		36		47.5		47.5		52.5		0		5		0.54		44		630		-10		2.25		0		
